n_sampled,n_llm_in_scope,false_negative_rate,ci95_lo,ci95_hi,keyword_negative_pool,implied_false_negatives,implied_fn_ci_lo,implied_fn_ci_hi
200,4,0.02,0.005,0.04,37656,753.1,188.3,1506.2
